"","t","DS","NS","PS3","PS4","PS5","PSP","PSV","ThreeDS","Wii","WiiU","x360","XOne","XS"
"704",2018-05-19,NA,159022,NA,215492,NA,NA,1786,36464,NA,NA,NA,67993,NA
"705",2018-05-26,NA,157450,NA,220464,NA,NA,2169,36938,NA,NA,NA,70066,NA
"706",2018-06-02,NA,163712,NA,214032,NA,NA,1943,38525,NA,NA,NA,68715,NA
"707",2018-06-09,NA,184656,NA,243931,NA,NA,2355,41961,NA,NA,NA,79206,NA
"708",2018-06-16,NA,211268,NA,243545,NA,NA,1435,43534,NA,NA,NA,91436,NA
"709",2018-06-23,NA,219684,NA,241291,NA,NA,1594,42415,NA,NA,NA,91604,NA
"710",2018-06-30,NA,210891,NA,228404,NA,NA,1604,38384,NA,NA,NA,87255,NA
"711",2018-07-07,NA,192865,NA,211331,NA,NA,1558,43362,NA,NA,NA,75549,NA
"712",2018-07-14,NA,211124,NA,203023,NA,NA,2337,45118,NA,NA,NA,66443,NA
"713",2018-07-21,NA,210790,NA,205625,NA,NA,2411,49970,NA,NA,NA,74529,NA
"714",2018-07-28,NA,194698,NA,212773,NA,NA,1529,49870,NA,NA,NA,72183,NA
"715",2018-08-04,NA,199434,NA,202103,NA,NA,1490,52962,NA,NA,NA,71597,NA
"716",2018-08-11,NA,191129,NA,206497,NA,NA,1621,48269,NA,NA,NA,73585,NA
"717",2018-08-18,NA,195014,NA,219866,NA,NA,1308,48232,NA,NA,NA,77163,NA
"718",2018-08-25,NA,184594,NA,230943,NA,NA,1765,45728,NA,NA,NA,81934,NA
"719",2018-09-01,NA,182597,NA,231191,NA,NA,1682,44038,NA,NA,NA,88980,NA
"720",2018-09-08,NA,185728,NA,325289,NA,NA,1579,40427,NA,NA,NA,83643,NA
"721",2018-09-15,NA,180977,NA,318796,NA,NA,2204,41015,NA,NA,NA,83509,NA
"722",2018-09-22,NA,187521,NA,306093,NA,NA,1925,40763,NA,NA,NA,78080,NA
"723",2018-09-29,NA,198744,NA,317668,NA,NA,1893,43271,NA,NA,NA,81697,NA
"724",2018-10-06,NA,216818,NA,296691,NA,NA,1877,45182,NA,NA,NA,83666,NA
"725",2018-10-13,NA,208357,NA,319568,NA,NA,1718,44932,NA,NA,NA,104835,NA
"726",2018-10-20,NA,215117,NA,322623,NA,NA,1600,46515,NA,NA,NA,99679,NA
"727",2018-10-27,NA,209671,NA,347948,NA,NA,1317,47769,NA,NA,NA,115417,NA
"728",2018-11-03,NA,231718,NA,376820,NA,NA,2132,54827,NA,NA,NA,121802,NA
"729",2018-11-10,NA,261903,NA,466180,NA,NA,2076,62114,NA,NA,NA,167416,NA
"730",2018-11-17,NA,628055,NA,569999,NA,NA,2106,87298,NA,NA,NA,221163,NA
"731",2018-11-24,NA,1379280,NA,1574646,NA,NA,2051,249227,NA,NA,NA,1040948,NA
"732",2018-12-01,NA,770844,NA,870756,NA,NA,2125,188859,NA,NA,NA,491672,NA
"733",2018-12-08,NA,1194167,NA,739284,NA,NA,2110,195190,NA,NA,NA,403792,NA
"734",2018-12-15,NA,1302351,NA,769717,NA,NA,2170,209983,NA,NA,NA,434463,NA
"735",2018-12-22,NA,1433755,NA,786382,NA,NA,3324,229084,NA,NA,NA,478029,NA
"736",2018-12-29,NA,778701,NA,486566,NA,NA,2257,111300,NA,NA,NA,239584,NA
"737",2019-01-05,NA,422991,NA,373566,NA,NA,1375,69972,NA,NA,NA,102258,NA
"738",2019-01-12,NA,261313,NA,226011,NA,NA,908,43528,NA,NA,NA,65032,NA
"739",2019-01-19,NA,239630,NA,218833,NA,NA,973,38371,NA,NA,NA,63156,NA
"740",2019-01-26,NA,223917,NA,257901,NA,NA,909,35824,NA,NA,NA,65728,NA
"741",2019-02-02,NA,243086,NA,246882,NA,NA,805,36509,NA,NA,NA,64598,NA
"742",2019-02-09,NA,246901,NA,247245,NA,NA,887,35454,NA,NA,NA,74384,NA
"743",2019-02-16,NA,245603,NA,247681,NA,NA,937,34866,NA,NA,NA,78505,NA
"744",2019-02-23,NA,236788,NA,240614,NA,NA,789,33181,NA,NA,NA,82229,NA
"745",2019-03-02,NA,256993,NA,248410,NA,NA,607,35800,NA,NA,NA,81571,NA
"746",2019-03-09,NA,243351,NA,223481,NA,NA,425,33263,NA,NA,NA,75980,NA
"747",2019-03-16,NA,222088,NA,224753,NA,NA,417,33479,NA,NA,NA,70548,NA
"748",2019-03-23,NA,219395,NA,222931,NA,NA,331,35960,NA,NA,NA,67552,NA
"749",2019-03-30,NA,224764,NA,206157,NA,NA,323,32575,NA,NA,NA,61511,NA
"750",2019-04-06,NA,197196,NA,195310,NA,NA,298,30222,NA,NA,NA,57636,NA
"751",2019-04-13,NA,210035,NA,197459,NA,NA,229,28322,NA,NA,NA,52111,NA
"752",2019-04-20,NA,185560,NA,205829,NA,NA,217,26608,NA,NA,NA,50262,NA
"753",2019-04-27,NA,192442,NA,201193,NA,NA,282,26484,NA,NA,NA,50614,NA
"754",2019-05-04,NA,192284,NA,203665,NA,NA,231,30256,NA,NA,NA,49198,NA
"755",2019-05-11,NA,186628,NA,195541,NA,NA,287,26316,NA,NA,NA,46217,NA
"756",2019-05-18,NA,166937,NA,187719,NA,NA,128,23094,NA,NA,NA,46564,NA
"757",2019-05-25,NA,174689,NA,191711,NA,NA,191,22245,NA,NA,NA,46217,NA
"758",2019-06-01,NA,180828,NA,192501,NA,NA,134,21022,NA,NA,NA,52073,NA
"759",2019-06-08,NA,191428,NA,225161,NA,NA,132,21929,NA,NA,NA,61543,NA
"760",2019-06-15,NA,209397,NA,218211,NA,NA,123,21400,NA,NA,NA,66423,NA
"761",2019-06-22,NA,209000,NA,204190,NA,NA,114,20938,NA,NA,NA,67650,NA
"762",2019-06-29,NA,290267,NA,210317,NA,NA,122,20690,NA,NA,NA,62652,NA
"763",2019-07-06,NA,245075,NA,190002,NA,NA,112,21166,NA,NA,NA,50881,NA
"764",2019-07-13,NA,226783,NA,174560,NA,NA,105,19501,NA,NA,NA,49669,NA
"765",2019-07-20,NA,211210,NA,181583,NA,NA,95,19773,NA,NA,NA,49880,NA
"766",2019-07-27,NA,201103,NA,176732,NA,NA,93,14291,NA,NA,NA,48774,NA
"767",2019-08-03,NA,193667,NA,167269,NA,NA,96,18657,NA,NA,NA,46599,NA
"768",2019-08-10,NA,180518,NA,173161,NA,NA,81,18067,NA,NA,NA,36863,NA
"769",2019-08-17,NA,186164,NA,172393,NA,NA,93,19834,NA,NA,NA,37126,NA
"770",2019-08-24,NA,176652,NA,167345,NA,NA,53,15718,NA,NA,NA,38840,NA
"771",2019-08-31,NA,238915,NA,175763,NA,NA,38,14929,NA,NA,NA,41905,NA
"772",2019-09-07,NA,253320,NA,229833,NA,NA,22,13669,NA,NA,NA,57893,NA
"773",2019-09-14,NA,249325,NA,225243,NA,NA,30,12895,NA,NA,NA,78989,NA
"774",2019-09-21,NA,600282,NA,213981,NA,NA,16,13300,NA,NA,NA,61410,NA
"775",2019-09-28,NA,472720,NA,228985,NA,NA,25,14311,NA,NA,NA,60934,NA
"776",2019-10-05,NA,326090,NA,211635,NA,NA,19,14579,NA,NA,NA,54730,NA
"777",2019-10-12,NA,285064,NA,210915,NA,NA,14,14315,NA,NA,NA,60416,NA
"778",2019-10-19,NA,299832,NA,218898,NA,NA,19,14914,NA,NA,NA,59389,NA
"779",2019-10-26,NA,301671,NA,236544,NA,NA,16,16303,NA,NA,NA,68411,NA
"780",2019-11-02,NA,366383,NA,264479,NA,NA,15,18943,NA,NA,NA,71256,NA
"781",2019-11-09,NA,399646,NA,317977,NA,NA,10,20589,NA,NA,NA,81080,NA
"782",2019-11-16,NA,590632,NA,357110,NA,NA,19,24225,NA,NA,NA,98084,NA
"783",2019-11-23,NA,616220,NA,453072,NA,NA,11,44015,NA,NA,NA,124115,NA
"784",2019-11-30,NA,1853859,NA,1324523,NA,NA,14,79373,NA,NA,NA,957706,NA
"785",2019-12-07,NA,1183723,NA,577699,NA,NA,31,79926,NA,NA,NA,377564,NA
"786",2019-12-14,NA,1357224,NA,503298,NA,NA,37,80273,NA,NA,NA,374719,NA
"787",2019-12-21,NA,1533176,NA,709411,NA,NA,26,83038,NA,NA,NA,388652,NA
"788",2019-12-28,NA,909543,NA,410810,NA,NA,38,31216,NA,NA,NA,219600,NA
"789",2020-01-04,NA,454030,NA,225734,NA,NA,NA,21498,NA,NA,NA,77700,NA
"790",2020-01-11,NA,316898,NA,175863,NA,NA,NA,17385,NA,NA,NA,48438,NA
"791",2020-01-18,NA,277562,NA,141296,NA,NA,NA,13348,NA,NA,NA,48683,NA
"792",2020-01-25,NA,248118,NA,139224,NA,NA,NA,11750,NA,NA,NA,46628,NA
"793",2020-02-01,NA,253318,NA,129855,NA,NA,NA,11365,NA,NA,NA,47901,NA
"794",2020-02-08,NA,291948,NA,148577,NA,NA,NA,12435,NA,NA,NA,54939,NA
"795",2020-02-15,NA,268712,NA,153789,NA,NA,NA,12417,NA,NA,NA,54961,NA
"796",2020-02-22,NA,230716,NA,141666,NA,NA,NA,13047,NA,NA,NA,55925,NA
"797",2020-02-29,NA,250221,NA,156608,NA,NA,NA,13139,NA,NA,NA,61579,NA
"798",2020-03-07,NA,282734,NA,191496,NA,NA,NA,13426,NA,NA,NA,101060,NA
"799",2020-03-14,NA,351391,NA,219311,NA,NA,NA,14127,NA,NA,NA,114937,NA
"800",2020-03-21,NA,976393,NA,233231,NA,NA,NA,12377,NA,NA,NA,111409,NA
"801",2020-03-28,NA,763344,NA,232950,NA,NA,NA,12175,NA,NA,NA,105597,NA
"802",2020-04-04,NA,584597,NA,224609,NA,NA,NA,12561,NA,NA,NA,107515,NA
"803",2020-04-11,NA,560432,NA,372388,NA,NA,NA,12742,NA,NA,NA,137591,NA
"804",2020-04-18,NA,484326,NA,283329,NA,NA,NA,12920,NA,NA,NA,137781,NA
"805",2020-04-25,NA,533735,NA,270380,NA,NA,NA,13111,NA,NA,NA,123160,NA
"806",2020-05-02,NA,449662,NA,224297,NA,NA,NA,13121,NA,NA,NA,99102,NA
"807",2020-05-09,NA,405208,NA,192440,NA,NA,NA,11373,NA,NA,NA,85768,NA
"808",2020-05-16,NA,385660,NA,174075,NA,NA,NA,9601,NA,NA,NA,80652,NA
"809",2020-05-23,NA,383758,NA,157895,NA,NA,NA,10245,NA,NA,NA,76600,NA
"810",2020-05-30,NA,428191,NA,158822,NA,NA,NA,9114,NA,NA,NA,71090,NA
"811",2020-06-06,NA,382714,NA,178425,NA,NA,NA,9079,NA,NA,NA,59819,NA
"812",2020-06-13,NA,366514,NA,177736,NA,NA,NA,9256,NA,NA,NA,59652,NA
"813",2020-06-20,NA,375268,NA,207302,NA,NA,NA,8999,NA,NA,NA,56396,NA
"814",2020-06-27,NA,399987,NA,182692,NA,NA,NA,8474,NA,NA,NA,57450,NA
"815",2020-07-04,NA,357202,NA,154698,NA,NA,NA,8216,NA,NA,NA,49721,NA
"816",2020-07-11,NA,365123,NA,134229,NA,NA,NA,8151,NA,NA,NA,41628,NA
"817",2020-07-18,NA,409564,NA,133133,NA,NA,NA,7806,NA,NA,NA,39587,NA
"818",2020-07-25,NA,429963,NA,122889,NA,NA,NA,7755,NA,NA,NA,36738,NA
"819",2020-08-01,NA,348788,NA,119788,NA,NA,NA,7085,NA,NA,NA,35871,NA
"820",2020-08-08,NA,458779,NA,131155,NA,NA,NA,5747,NA,NA,NA,36604,NA
"821",2020-08-15,NA,439993,NA,130464,NA,NA,NA,6148,NA,NA,NA,31232,NA
"822",2020-08-22,NA,380416,NA,129811,NA,NA,NA,6066,NA,NA,NA,31692,NA
"823",2020-08-29,NA,394899,NA,130233,NA,NA,NA,5812,NA,NA,NA,31252,NA
"824",2020-09-05,NA,378301,NA,116412,NA,NA,NA,5403,NA,NA,NA,32557,NA
"825",2020-09-12,NA,409392,NA,115871,NA,NA,NA,4989,NA,NA,NA,39110,NA
"826",2020-09-19,NA,509730,NA,115030,NA,NA,NA,15416,NA,NA,NA,37141,NA
"827",2020-09-26,NA,426477,NA,118950,NA,NA,NA,10459,NA,NA,NA,38181,NA
"828",2020-10-03,NA,432134,NA,118837,NA,NA,NA,5906,NA,NA,NA,36794,NA
"829",2020-10-10,NA,531006,NA,88249,NA,NA,NA,4720,NA,NA,NA,35543,NA
"830",2020-10-17,NA,520049,NA,88262,NA,NA,NA,4408,NA,NA,NA,34595,NA
"831",2020-10-24,NA,501187,NA,87861,NA,NA,NA,4386,NA,NA,NA,35449,NA
"832",2020-10-31,NA,525682,NA,92702,0,NA,NA,5070,NA,NA,NA,36116,0
"833",2020-11-07,NA,622938,NA,105822,0,NA,NA,3944,NA,NA,NA,41536,0
"834",2020-11-14,NA,644876,NA,113301,1464910,NA,NA,3798,NA,NA,NA,49188,1285686
"835",2020-11-21,NA,778541,NA,116614,1001418,NA,NA,5811,NA,NA,NA,54261,210872
"836",2020-11-28,NA,1683741,NA,158096,283496,NA,NA,6582,NA,NA,NA,101837,206274
"837",2020-12-05,NA,1319788,NA,136404,316974,NA,NA,6259,NA,NA,NA,90509,256890
"838",2020-12-12,NA,1411099,NA,136370,334048,NA,NA,6545,NA,NA,NA,89366,285213
"839",2020-12-19,NA,1497436,NA,156365,345661,NA,NA,6841,NA,NA,NA,104792,317418
"840",2020-12-26,NA,1244994,NA,130859,308021,NA,NA,4961,NA,NA,NA,72295,293158
"841",2021-01-02,NA,741341,NA,101498,210501,NA,NA,3221,NA,NA,NA,35314,204957
"842",2021-01-09,NA,451108,NA,97973,153195,NA,NA,1167,NA,NA,NA,2576,91058
"843",2021-01-16,NA,417858,NA,88480,139076,NA,NA,1001,NA,NA,NA,2422,74075
"844",2021-01-23,NA,340228,NA,85242,184184,NA,NA,955,NA,NA,NA,2286,78160
"845",2021-01-30,NA,335737,NA,83405,176638,NA,NA,1058,NA,NA,NA,2221,82020
"846",2021-02-06,NA,348452,NA,83003,196255,NA,NA,1296,NA,NA,NA,2216,77317
"847",2021-02-13,NA,476791,NA,81875,221883,NA,NA,1218,NA,NA,NA,2231,82195
"848",2021-02-20,NA,408553,NA,80213,233868,NA,NA,1228,NA,NA,NA,2160,77914
"849",2021-02-27,NA,389905,NA,78868,233872,NA,NA,991,NA,NA,NA,2061,85319
"850",2021-03-06,NA,408617,NA,78220,251433,NA,NA,1115,NA,NA,NA,2002,120147
"851",2021-03-13,NA,406124,NA,76186,267301,NA,NA,1217,NA,NA,NA,2084,122089
"852",2021-03-20,NA,460678,NA,72640,301511,NA,NA,1050,NA,NA,NA,2021,146384
"853",2021-03-27,NA,759254,NA,65375,321373,NA,NA,1262,NA,NA,NA,1977,140809
"854",2021-04-03,NA,504554,NA,62379,248169,NA,NA,1050,NA,NA,NA,1902,114534
"855",2021-04-10,NA,387651,NA,61996,183604,NA,NA,911,NA,NA,NA,2004,89348
"856",2021-04-17,NA,382023,NA,58256,179633,NA,NA,740,NA,NA,NA,1904,89451
"857",2021-04-24,NA,380480,NA,51742,183700,NA,NA,806,NA,NA,NA,1871,87450
"858",2021-05-01,NA,450075,NA,52384,194393,NA,NA,744,NA,NA,NA,1929,93422
"859",2021-05-08,NA,350870,NA,52620,163794,NA,NA,705,NA,NA,NA,1982,90840
"860",2021-05-15,NA,380298,NA,51134,217197,NA,NA,680,NA,NA,NA,1849,92940
"861",2021-05-22,NA,365230,NA,49010,174453,NA,NA,546,NA,NA,NA,1959,97342
"862",2021-05-29,NA,325585,NA,47613,223613,NA,NA,602,NA,NA,NA,1904,104018
"863",2021-06-05,NA,346990,NA,44207,190629,NA,NA,508,NA,NA,NA,1897,115664
"864",2021-06-12,NA,328865,NA,43230,183663,NA,NA,543,NA,NA,NA,1867,146145
"865",2021-06-19,NA,328606,NA,39597,193116,NA,NA,611,NA,NA,NA,1880,170546
"866",2021-06-26,NA,334848,NA,39918,221942,NA,NA,642,NA,NA,NA,1875,158655
"867",2021-07-03,NA,347340,NA,37222,206505,NA,NA,813,NA,NA,NA,1823,143022
"868",2021-07-10,NA,326329,NA,33162,212907,NA,NA,603,NA,NA,NA,1818,118812
"869",2021-07-17,NA,314362,NA,31240,204105,NA,NA,547,NA,NA,NA,1772,115720
"870",2021-07-24,NA,290834,NA,32986,213826,NA,NA,457,NA,NA,NA,1882,121350
"871",2021-07-31,NA,278653,NA,32853,236061,NA,NA,341,NA,NA,NA,1739,120118
"872",2021-08-07,NA,288514,NA,30222,217170,NA,NA,302,NA,NA,NA,1872,120673
"873",2021-08-14,NA,306933,NA,28894,221500,NA,NA,512,NA,NA,NA,1804,117649
"874",2021-08-21,NA,289523,NA,28373,241717,NA,NA,492,NA,NA,NA,1863,122511
"875",2021-08-28,NA,282818,NA,29325,245183,NA,NA,473,NA,NA,NA,1762,124666
"876",2021-09-04,NA,280585,NA,30969,248654,NA,NA,703,NA,NA,NA,1697,122565
"877",2021-09-11,NA,288004,NA,32082,251980,NA,NA,708,NA,NA,NA,1779,134669
"878",2021-09-18,NA,267478,NA,28154,265257,NA,NA,612,NA,NA,NA,1697,137176
"879",2021-09-25,NA,257141,NA,28024,274492,NA,NA,531,NA,NA,NA,1805,137123
"880",2021-10-02,NA,247858,NA,28213,262772,NA,NA,403,NA,NA,NA,1784,142472
"881",2021-10-09,NA,859394,NA,29959,237060,NA,NA,362,NA,NA,NA,1780,135965
"882",2021-10-16,NA,404194,NA,29706,235932,NA,NA,346,NA,NA,NA,1776,140543
"883",2021-10-23,NA,482479,NA,29351,235919,NA,NA,403,NA,NA,NA,1690,143001
"884",2021-10-30,NA,448725,NA,29627,245321,NA,NA,330,NA,NA,NA,1717,155041
"885",2021-11-06,NA,519664,NA,28689,258000,NA,NA,362,NA,NA,NA,1790,200496
"886",2021-11-13,NA,554232,NA,30712,315268,NA,NA,327,NA,NA,NA,1642,209458
"887",2021-11-20,NA,717953,NA,27383,296156,NA,NA,311,NA,NA,NA,1704,247063
"888",2021-11-27,NA,1433157,NA,32259,346403,NA,NA,348,NA,NA,NA,1690,616051
"889",2021-12-04,NA,1073744,NA,29117,316332,NA,NA,309,NA,NA,NA,1666,356761
"890",2021-12-11,NA,1041964,NA,28745,350366,NA,NA,303,NA,NA,NA,1674,349664
"891",2021-12-18,NA,1062609,NA,30029,481390,NA,NA,286,NA,NA,NA,1704,429116
"892",2021-12-25,NA,1036024,NA,25051,534118,NA,NA,291,NA,NA,NA,1678,449733
"893",2022-01-01,NA,577918,NA,18804,327064,NA,NA,274,NA,NA,NA,1603,221586
"894",2022-01-08,NA,408175,NA,19333,208113,NA,NA,NA,NA,NA,NA,1296,153966
"895",2022-01-15,NA,296987,NA,17051,156892,NA,NA,NA,NA,NA,NA,1244,142241
"896",2022-01-22,NA,273068,NA,17086,160754,NA,NA,NA,NA,NA,NA,1206,141905
"897",2022-01-29,NA,322257,NA,17764,165940,NA,NA,NA,NA,NA,NA,1113,147438
"898",2022-02-05,NA,331196,NA,17410,93231,NA,NA,NA,NA,NA,NA,1085,135567
"899",2022-02-12,NA,417039,NA,17418,82414,NA,NA,NA,NA,NA,NA,1069,133596
"900",2022-02-19,NA,330096,NA,17372,103742,NA,NA,NA,NA,NA,NA,1059,132096
"901",2022-02-26,NA,302095,NA,16548,98080,NA,NA,NA,NA,NA,NA,999,132390
"902",2022-03-05,NA,337433,NA,16007,113416,NA,NA,NA,NA,NA,NA,1064,131725
"903",2022-03-12,NA,325102,NA,16618,107488,NA,NA,NA,NA,NA,NA,998,133589
"904",2022-03-19,NA,309710,NA,16019,140485,NA,NA,NA,NA,NA,NA,956,205888
"905",2022-03-26,NA,313476,NA,15342,170635,NA,NA,NA,NA,NA,NA,863,226131
"906",2022-04-02,NA,297126,NA,15102,188050,NA,NA,NA,NA,NA,NA,890,229218
"907",2022-04-09,NA,281439,NA,17291,126246,NA,NA,NA,NA,NA,NA,828,127406
"908",2022-04-16,NA,263806,NA,15718,154309,NA,NA,NA,NA,NA,NA,868,127343
"909",2022-04-23,NA,255721,NA,14110,198721,NA,NA,NA,NA,NA,NA,808,131061
"910",2022-04-30,NA,331787,NA,13242,203888,NA,NA,NA,NA,NA,NA,679,134696
"911",2022-05-07,NA,247808,NA,12833,132888,NA,NA,NA,NA,NA,NA,690,124697
"912",2022-05-14,NA,265780,NA,11483,109569,NA,NA,NA,NA,NA,NA,620,106197
"913",2022-05-21,NA,265898,NA,10975,124281,NA,NA,NA,NA,NA,NA,603,123037
"914",2022-05-28,NA,263920,NA,10365,173367,NA,NA,NA,NA,NA,NA,571,123962
"915",2022-06-04,NA,266334,NA,9300,190745,NA,NA,NA,NA,NA,NA,538,136586
"916",2022-06-11,NA,262536,NA,9211,177334,NA,NA,NA,NA,NA,NA,520,131725
"917",2022-06-18,NA,255139,NA,8873,144400,NA,NA,NA,NA,NA,NA,490,127630
"918",2022-06-25,NA,267839,NA,8707,199612,NA,NA,NA,NA,NA,NA,482,142032
"919",2022-07-02,NA,292929,NA,8943,225204,NA,NA,NA,NA,NA,NA,496,144812
"920",2022-07-09,NA,254886,NA,8483,187778,NA,NA,NA,NA,NA,NA,443,128307
"921",2022-07-16,NA,252983,NA,8508,212155,NA,NA,NA,NA,NA,NA,484,135909
"922",2022-07-23,NA,261422,NA,6189,236877,NA,NA,NA,NA,NA,NA,438,155154
"923",2022-07-30,NA,269166,NA,5536,253812,NA,NA,NA,NA,NA,NA,420,144495
"924",2022-08-06,NA,256439,NA,4877,243451,NA,NA,NA,NA,NA,NA,420,132513
"925",2022-08-13,NA,328620,NA,4597,231753,NA,NA,NA,NA,NA,NA,371,134346
"926",2022-08-20,NA,230934,NA,3963,226389,NA,NA,NA,NA,NA,NA,332,145842
"927",2022-08-27,NA,317329,NA,3459,246986,NA,NA,NA,NA,NA,NA,301,156784
"928",2022-09-03,NA,278339,NA,2994,243137,NA,NA,NA,NA,NA,NA,267,148008
"929",2022-09-10,NA,387650,NA,2631,230058,NA,NA,NA,NA,NA,NA,226,139034
"930",2022-09-17,NA,304827,NA,2412,239642,NA,NA,NA,NA,NA,NA,192,157148
"931",2022-09-24,NA,254663,NA,2240,253528,NA,NA,NA,NA,NA,NA,178,164094
"932",2022-10-01,NA,241907,NA,1966,252857,NA,NA,NA,NA,NA,NA,155,168616
"933",2022-10-08,NA,243842,NA,1836,243730,NA,NA,NA,NA,NA,NA,140,161234
"934",2022-10-15,NA,236229,NA,1675,259047,NA,NA,NA,NA,NA,NA,137,169903
"935",2022-10-22,NA,260727,NA,1471,259434,NA,NA,NA,NA,NA,NA,124,176670
"936",2022-10-29,NA,268309,NA,1354,322703,NA,NA,NA,NA,NA,NA,113,187380
"937",2022-11-05,NA,440706,NA,1676,293423,NA,NA,NA,NA,NA,NA,105,181323
"938",2022-11-12,NA,463418,NA,1487,500539,NA,NA,NA,NA,NA,NA,95,194013
"939",2022-11-19,NA,715597,NA,7600,436704,NA,NA,NA,NA,NA,NA,106,354373
"940",2022-11-26,NA,1321485,NA,4238,1053517,NA,NA,NA,NA,NA,NA,134,1064583
"941",2022-12-03,NA,928591,NA,5815,621791,NA,NA,NA,NA,NA,NA,117,533585
"942",2022-12-10,NA,891694,NA,4679,621141,NA,NA,NA,NA,NA,NA,100,383342
"943",2022-12-17,NA,912081,NA,8026,690842,NA,NA,NA,NA,NA,NA,109,469840
"944",2022-12-24,NA,920878,NA,6548,694030,NA,NA,NA,NA,NA,NA,123,500858
