"","t","DS","NS","PS3","PS4","PS5","PSP","PSV","ThreeDS","Wii","WiiU","x360","XOne","XS"
"706",2018-06-02,NA,41665,NA,17865,NA,NA,1502,6989,NA,NA,NA,151,NA
"707",2018-06-09,NA,41744,NA,26775,NA,NA,1949,6998,NA,NA,NA,132,NA
"708",2018-06-16,NA,49803,NA,24466,NA,NA,1072,7154,NA,NA,NA,798,NA
"709",2018-06-23,NA,49961,NA,20679,NA,NA,1210,6966,NA,NA,NA,520,NA
"710",2018-06-30,NA,52697,NA,19334,NA,NA,1243,7462,NA,NA,NA,274,NA
"711",2018-07-07,NA,46091,NA,18322,NA,NA,1197,7345,NA,NA,NA,114,NA
"712",2018-07-14,NA,51855,NA,17646,NA,NA,1983,7202,NA,NA,NA,104,NA
"713",2018-07-21,NA,55714,NA,19907,NA,NA,2075,11252,NA,NA,NA,694,NA
"714",2018-07-28,NA,49141,NA,18252,NA,NA,1218,8659,NA,NA,NA,369,NA
"715",2018-08-04,NA,53374,NA,18736,NA,NA,1189,12174,NA,NA,NA,113,NA
"716",2018-08-11,NA,53251,NA,21350,NA,NA,1323,10897,NA,NA,NA,116,NA
"717",2018-08-18,NA,56162,NA,26130,NA,NA,1032,11618,NA,NA,NA,127,NA
"718",2018-08-25,NA,48349,NA,22656,NA,NA,1486,7876,NA,NA,NA,144,NA
"719",2018-09-01,NA,43809,NA,16858,NA,NA,1419,8189,NA,NA,NA,106,NA
"720",2018-09-08,NA,46868,NA,19251,NA,NA,1336,7212,NA,NA,NA,102,NA
"721",2018-09-15,NA,39308,NA,17836,NA,NA,1972,6927,NA,NA,NA,251,NA
"722",2018-09-22,NA,39348,NA,16192,NA,NA,1696,7026,NA,NA,NA,129,NA
"723",2018-09-29,NA,45981,NA,20430,NA,NA,1684,7386,NA,NA,NA,122,NA
"724",2018-10-06,NA,47703,NA,14902,NA,NA,1654,7190,NA,NA,NA,986,NA
"725",2018-10-13,NA,45206,NA,25354,NA,NA,1519,6738,NA,NA,NA,277,NA
"726",2018-10-20,NA,43417,NA,23174,NA,NA,1389,6173,NA,NA,NA,256,NA
"727",2018-10-27,NA,37972,NA,22258,NA,NA,1093,5605,NA,NA,NA,211,NA
"728",2018-11-03,NA,43391,NA,18601,NA,NA,1908,6105,NA,NA,NA,234,NA
"729",2018-11-10,NA,54953,NA,17155,NA,NA,1826,6187,NA,NA,NA,455,NA
"730",2018-11-17,NA,187427,NA,18365,NA,NA,1851,6353,NA,NA,NA,198,NA
"731",2018-11-24,NA,101170,NA,27415,NA,NA,1712,9607,NA,NA,NA,752,NA
"732",2018-12-01,NA,109897,NA,22069,NA,NA,1779,10148,NA,NA,NA,293,NA
"733",2018-12-08,NA,269595,NA,74847,NA,NA,1762,13918,NA,NA,NA,204,NA
"734",2018-12-15,NA,274124,NA,83892,NA,NA,1817,19719,NA,NA,NA,1126,NA
"735",2018-12-22,NA,278870,NA,77481,NA,NA,2939,26309,NA,NA,NA,385,NA
"736",2018-12-29,NA,179587,NA,74354,NA,NA,1924,12173,NA,NA,NA,361,NA
"737",2019-01-05,NA,207668,NA,119033,NA,NA,1375,26920,NA,NA,NA,167,NA
"738",2019-01-12,NA,81844,NA,18031,NA,NA,908,5665,NA,NA,NA,65,NA
"739",2019-01-19,NA,74265,NA,16868,NA,NA,973,5332,NA,NA,NA,126,NA
"740",2019-01-26,NA,55124,NA,52351,NA,NA,909,4862,NA,NA,NA,101,NA
"741",2019-02-02,NA,71057,NA,25890,NA,NA,805,4773,NA,NA,NA,108,NA
"742",2019-02-09,NA,64191,NA,19785,NA,NA,887,4307,NA,NA,NA,162,NA
"743",2019-02-16,NA,68641,NA,19829,NA,NA,937,4632,NA,NA,NA,65,NA
"744",2019-02-23,NA,55927,NA,17821,NA,NA,789,4407,NA,NA,NA,70,NA
"745",2019-03-02,NA,70866,NA,18581,NA,NA,607,7494,NA,NA,NA,93,NA
"746",2019-03-09,NA,72318,NA,31753,NA,NA,425,5591,NA,NA,NA,95,NA
"747",2019-03-16,NA,59542,NA,32169,NA,NA,417,5668,NA,NA,NA,145,NA
"748",2019-03-23,NA,59257,NA,34262,NA,NA,331,7743,NA,NA,NA,92,NA
"749",2019-03-30,NA,52109,NA,23753,NA,NA,323,5196,NA,NA,NA,76,NA
"750",2019-04-06,NA,48205,NA,13446,NA,NA,298,4524,NA,NA,NA,96,NA
"751",2019-04-13,NA,59374,NA,10061,NA,NA,229,3131,NA,NA,NA,59,NA
"752",2019-04-20,NA,44185,NA,10402,NA,NA,217,3019,NA,NA,NA,87,NA
"753",2019-04-27,NA,52289,NA,15177,NA,NA,282,3492,NA,NA,NA,95,NA
"754",2019-05-04,NA,55832,NA,22946,NA,NA,231,7634,NA,NA,NA,270,NA
"755",2019-05-11,NA,47901,NA,13327,NA,NA,287,4793,NA,NA,NA,170,NA
"756",2019-05-18,NA,30045,NA,8544,NA,NA,128,2266,NA,NA,NA,102,NA
"757",2019-05-25,NA,31298,NA,8926,NA,NA,191,2330,NA,NA,NA,88,NA
"758",2019-06-01,NA,36766,NA,8590,NA,NA,134,2076,NA,NA,NA,82,NA
"759",2019-06-08,NA,37468,NA,29136,NA,NA,132,2969,NA,NA,NA,121,NA
"760",2019-06-15,NA,38035,NA,28152,NA,NA,123,2890,NA,NA,NA,355,NA
"761",2019-06-22,NA,35118,NA,15253,NA,NA,114,2579,NA,NA,NA,338,NA
"762",2019-06-29,NA,61245,NA,17354,NA,NA,122,2646,NA,NA,NA,176,NA
"763",2019-07-06,NA,74109,NA,11050,NA,NA,112,2596,NA,NA,NA,107,NA
"764",2019-07-13,NA,59456,NA,10486,NA,NA,105,2435,NA,NA,NA,48,NA
"765",2019-07-20,NA,49551,NA,13024,NA,NA,95,2610,NA,NA,NA,112,NA
"766",2019-07-27,NA,46744,NA,11466,NA,NA,93,2767,NA,NA,NA,38,NA
"767",2019-08-03,NA,39215,NA,9801,NA,NA,96,2421,NA,NA,NA,42,NA
"768",2019-08-10,NA,46257,NA,15730,NA,NA,81,2342,NA,NA,NA,39,NA
"769",2019-08-17,NA,47432,NA,17875,NA,NA,93,5269,NA,NA,NA,42,NA
"770",2019-08-24,NA,33746,NA,9832,NA,NA,53,2026,NA,NA,NA,41,NA
"771",2019-08-31,NA,87938,NA,10670,NA,NA,38,1902,NA,NA,NA,53,NA
"772",2019-09-07,NA,72941,NA,32964,NA,NA,22,1495,NA,NA,NA,61,NA
"773",2019-09-14,NA,54923,NA,26506,NA,NA,30,1796,NA,NA,NA,91,NA
"774",2019-09-21,NA,230060,NA,24356,NA,NA,16,1633,NA,NA,NA,502,NA
"775",2019-09-28,NA,189285,NA,24124,NA,NA,25,2295,NA,NA,NA,146,NA
"776",2019-10-05,NA,84744,NA,11993,NA,NA,19,1233,NA,NA,NA,111,NA
"777",2019-10-12,NA,64156,NA,7435,NA,NA,14,1012,NA,NA,NA,74,NA
"778",2019-10-19,NA,82532,NA,6956,NA,NA,19,906,NA,NA,NA,121,NA
"779",2019-10-26,NA,66234,NA,6845,NA,NA,16,1025,NA,NA,NA,74,NA
"780",2019-11-02,NA,116222,NA,8002,NA,NA,15,1021,NA,NA,NA,68,NA
"781",2019-11-09,NA,85570,NA,15316,NA,NA,10,1646,NA,NA,NA,59,NA
"782",2019-11-16,NA,161802,NA,7995,NA,NA,19,1233,NA,NA,NA,77,NA
"783",2019-11-23,NA,160316,NA,6965,NA,NA,11,1027,NA,NA,NA,104,NA
"784",2019-11-30,NA,167222,NA,8593,NA,NA,14,1531,NA,NA,NA,859,NA
"785",2019-12-07,NA,168691,NA,40602,NA,NA,31,3907,NA,NA,NA,378,NA
"786",2019-12-14,NA,216949,NA,10970,NA,NA,37,3454,NA,NA,NA,503,NA
"787",2019-12-21,NA,271186,NA,105995,NA,NA,26,3124,NA,NA,NA,219,NA
"788",2019-12-28,NA,213652,NA,80782,NA,NA,38,3023,NA,NA,NA,291,NA
"789",2020-01-04,NA,216512,NA,39661,NA,NA,NA,2418,NA,NA,NA,71,NA
"790",2020-01-11,NA,109866,NA,26826,NA,NA,NA,2487,NA,NA,NA,158,NA
"791",2020-01-18,NA,88594,NA,6289,NA,NA,NA,751,NA,NA,NA,68,NA
"792",2020-01-25,NA,69669,NA,6522,NA,NA,NA,698,NA,NA,NA,55,NA
"793",2020-02-01,NA,76480,NA,6139,NA,NA,NA,571,NA,NA,NA,39,NA
"794",2020-02-08,NA,102117,NA,6946,NA,NA,NA,545,NA,NA,NA,61,NA
"795",2020-02-15,NA,82803,NA,7728,NA,NA,NA,725,NA,NA,NA,38,NA
"796",2020-02-22,NA,43959,NA,6066,NA,NA,NA,1029,NA,NA,NA,40,NA
"797",2020-02-29,NA,54327,NA,9263,NA,NA,NA,1089,NA,NA,NA,70,NA
"798",2020-03-07,NA,54914,NA,13382,NA,NA,NA,1246,NA,NA,NA,82,NA
"799",2020-03-14,NA,59726,NA,14499,NA,NA,NA,1393,NA,NA,NA,53,NA
"800",2020-03-21,NA,380279,NA,14972,NA,NA,NA,992,NA,NA,NA,204,NA
"801",2020-03-28,NA,277053,NA,10648,NA,NA,NA,921,NA,NA,NA,302,NA
"802",2020-04-04,NA,155285,NA,19089,NA,NA,NA,1205,NA,NA,NA,48,NA
"803",2020-04-11,NA,46257,NA,78501,NA,NA,NA,1460,NA,NA,NA,31,NA
"804",2020-04-18,NA,47616,NA,34166,NA,NA,NA,1508,NA,NA,NA,51,NA
"805",2020-04-25,NA,111855,NA,32963,NA,NA,NA,1742,NA,NA,NA,234,NA
"806",2020-05-02,NA,102516,NA,20197,NA,NA,NA,1798,NA,NA,NA,123,NA
"807",2020-05-09,NA,68814,NA,13137,NA,NA,NA,1480,NA,NA,NA,109,NA
"808",2020-05-16,NA,56913,NA,6777,NA,NA,NA,1003,NA,NA,NA,29,NA
"809",2020-05-23,NA,61534,NA,3879,NA,NA,NA,2031,NA,NA,NA,201,NA
"810",2020-05-30,NA,114146,NA,5793,NA,NA,NA,1046,NA,NA,NA,173,NA
"811",2020-06-06,NA,76548,NA,21859,NA,NA,NA,1194,NA,NA,NA,35,NA
"812",2020-06-13,NA,66094,NA,9328,NA,NA,NA,1188,NA,NA,NA,99,NA
"813",2020-06-20,NA,84113,NA,12965,NA,NA,NA,1104,NA,NA,NA,30,NA
"814",2020-06-27,NA,97303,NA,7978,NA,NA,NA,918,NA,NA,NA,38,NA
"815",2020-07-04,NA,66386,NA,4497,NA,NA,NA,890,NA,NA,NA,41,NA
"816",2020-07-11,NA,106484,NA,3339,NA,NA,NA,772,NA,NA,NA,32,NA
"817",2020-07-18,NA,124999,NA,4494,NA,NA,NA,813,NA,NA,NA,28,NA
"818",2020-07-25,NA,134697,NA,1392,NA,NA,NA,951,NA,NA,NA,37,NA
"819",2020-08-01,NA,88606,NA,4199,NA,NA,NA,733,NA,NA,NA,39,NA
"820",2020-08-08,NA,173815,NA,4959,NA,NA,NA,823,NA,NA,NA,48,NA
"821",2020-08-15,NA,149470,NA,3622,NA,NA,NA,1092,NA,NA,NA,49,NA
"822",2020-08-22,NA,74840,NA,862,NA,NA,NA,1060,NA,NA,NA,22,NA
"823",2020-08-29,NA,80272,NA,1849,NA,NA,NA,1002,NA,NA,NA,24,NA
"824",2020-09-05,NA,79533,NA,1734,NA,NA,NA,873,NA,NA,NA,25,NA
"825",2020-09-12,NA,85072,NA,2045,NA,NA,NA,817,NA,NA,NA,32,NA
"826",2020-09-19,NA,112012,NA,1823,NA,NA,NA,5084,NA,NA,NA,29,NA
"827",2020-09-26,NA,72340,NA,2926,NA,NA,NA,3826,NA,NA,NA,26,NA
"828",2020-10-03,NA,93583,NA,6557,NA,NA,NA,1452,NA,NA,NA,23,NA
"829",2020-10-10,NA,110178,NA,4528,NA,NA,NA,928,NA,NA,NA,27,NA
"830",2020-10-17,NA,97256,NA,3604,NA,NA,NA,809,NA,NA,NA,52,NA
"831",2020-10-24,NA,63206,NA,3281,NA,NA,NA,814,NA,NA,NA,45,NA
"832",2020-10-31,NA,87913,NA,3191,0,NA,NA,1367,NA,NA,NA,32,0
"833",2020-11-07,NA,139899,NA,3264,0,NA,NA,539,NA,NA,NA,27,0
"834",2020-11-14,NA,117577,NA,2994,118671,NA,NA,451,NA,NA,NA,22,20993
"835",2020-11-21,NA,180146,NA,2791,43671,NA,NA,539,NA,NA,NA,27,3793
"836",2020-11-28,NA,146620,NA,3679,40871,NA,NA,502,NA,NA,NA,29,3647
"837",2020-12-05,NA,205834,NA,3147,12071,NA,NA,468,NA,NA,NA,26,1747
"838",2020-12-12,NA,230551,NA,9095,11225,NA,NA,531,NA,NA,NA,34,1495
"839",2020-12-19,NA,264564,NA,10318,17425,NA,NA,568,NA,NA,NA,29,382
"840",2020-12-26,NA,279233,NA,12824,13204,NA,NA,610,NA,NA,NA,22,218
"841",2021-01-02,NA,313575,NA,17724,10904,NA,NA,685,NA,NA,NA,13,131
"842",2021-01-09,NA,168706,NA,6794,11109,NA,NA,510,NA,NA,NA,10,112
"843",2021-01-16,NA,171250,NA,3447,7241,NA,NA,514,NA,NA,NA,11,164
"844",2021-01-23,NA,110307,NA,3215,17328,NA,NA,418,NA,NA,NA,12,486
"845",2021-01-30,NA,114209,NA,3694,25747,NA,NA,542,NA,NA,NA,9,1162
"846",2021-02-06,NA,88329,NA,3312,13326,NA,NA,786,NA,NA,NA,8,338
"847",2021-02-13,NA,110184,NA,4397,22824,NA,NA,756,NA,NA,NA,7,152
"848",2021-02-20,NA,74308,NA,2971,25008,NA,NA,809,NA,NA,NA,8,236
"849",2021-02-27,NA,78134,NA,3249,33692,NA,NA,621,NA,NA,NA,10,1508
"850",2021-03-06,NA,90642,NA,3111,22387,NA,NA,736,NA,NA,NA,10,589
"851",2021-03-13,NA,72745,NA,2915,37792,NA,NA,841,NA,NA,NA,9,741
"852",2021-03-20,NA,89484,NA,2494,34397,NA,NA,702,NA,NA,NA,11,1982
"853",2021-03-27,NA,267948,NA,2172,62383,NA,NA,906,NA,NA,NA,12,1298
"854",2021-04-03,NA,135456,NA,1533,20884,NA,NA,722,NA,NA,NA,10,164
"855",2021-04-10,NA,96689,NA,1448,15412,NA,NA,609,NA,NA,NA,8,580
"856",2021-04-17,NA,94209,NA,1642,22251,NA,NA,454,NA,NA,NA,10,568
"857",2021-04-24,NA,106754,NA,824,20236,NA,NA,538,NA,NA,NA,11,128
"858",2021-05-01,NA,165371,NA,1722,31036,NA,NA,507,NA,NA,NA,15,519
"859",2021-05-08,NA,70668,NA,839,22619,NA,NA,457,NA,NA,NA,13,704
"860",2021-05-15,NA,95838,NA,1231,14052,NA,NA,463,NA,NA,NA,10,1219
"861",2021-05-22,NA,99336,NA,1292,16304,NA,NA,351,NA,NA,NA,11,1214
"862",2021-05-29,NA,71306,NA,2548,39298,NA,NA,407,NA,NA,NA,9,559
"863",2021-06-05,NA,97808,NA,2756,19084,NA,NA,317,NA,NA,NA,8,642
"864",2021-06-12,NA,78559,NA,1179,19397,NA,NA,361,NA,NA,NA,11,2715
"865",2021-06-19,NA,75469,NA,663,15272,NA,NA,448,NA,NA,NA,8,3726
"866",2021-06-26,NA,72978,NA,2557,23472,NA,NA,497,NA,NA,NA,7,4262
"867",2021-07-03,NA,84726,NA,1168,16479,NA,NA,682,NA,NA,NA,5,3461
"868",2021-07-10,NA,69981,NA,671,14478,NA,NA,603,NA,NA,NA,0,1082
"869",2021-07-17,NA,64010,NA,291,10033,NA,NA,547,NA,NA,NA,0,1798
"870",2021-07-24,NA,69957,NA,1662,18262,NA,NA,457,NA,NA,NA,0,4698
"871",2021-07-31,NA,62962,NA,1221,22689,NA,NA,341,NA,NA,NA,0,1842
"872",2021-08-07,NA,72889,NA,1403,13547,NA,NA,302,NA,NA,NA,0,1087
"873",2021-08-14,NA,89796,NA,1152,9082,NA,NA,512,NA,NA,NA,0,1294
"874",2021-08-21,NA,72687,NA,921,12623,NA,NA,492,NA,NA,NA,0,5817
"875",2021-08-28,NA,63481,NA,2084,20172,NA,NA,473,NA,NA,NA,0,5693
"876",2021-09-04,NA,60967,NA,1423,17082,NA,NA,703,NA,NA,NA,0,2648
"877",2021-09-11,NA,67205,NA,1752,16984,NA,NA,708,NA,NA,NA,0,2184
"878",2021-09-18,NA,40081,NA,742,16074,NA,NA,612,NA,NA,NA,0,4403
"879",2021-09-25,NA,46345,NA,1632,26497,NA,NA,531,NA,NA,NA,0,2672
"880",2021-10-02,NA,40782,NA,917,12818,NA,NA,403,NA,NA,NA,0,4189
"881",2021-10-09,NA,179983,NA,957,15878,NA,NA,362,NA,NA,NA,0,3442
"882",2021-10-16,NA,72973,NA,608,18742,NA,NA,346,NA,NA,NA,0,4198
"883",2021-10-23,NA,108695,NA,456,14302,NA,NA,403,NA,NA,NA,0,3924
"884",2021-10-30,NA,74704,NA,1956,24031,NA,NA,330,NA,NA,NA,0,2878
"885",2021-11-06,NA,90799,NA,704,10132,NA,NA,362,NA,NA,NA,0,2608
"886",2021-11-13,NA,87281,NA,1409,4917,NA,NA,327,NA,NA,NA,0,2601
"887",2021-11-20,NA,167790,NA,184,4323,NA,NA,311,NA,NA,NA,0,3435
"888",2021-11-27,NA,122625,NA,87,8993,NA,NA,348,NA,NA,NA,0,638
"889",2021-12-04,NA,202984,NA,119,1925,NA,NA,309,NA,NA,NA,0,572
"890",2021-12-11,NA,192447,NA,107,1478,NA,NA,303,NA,NA,NA,0,812
"891",2021-12-18,NA,177406,NA,63,8692,NA,NA,286,NA,NA,NA,0,2897
"892",2021-12-25,NA,198666,NA,42,25639,NA,NA,291,NA,NA,NA,0,1665
"893",2022-01-01,NA,196205,NA,22,46706,NA,NA,274,NA,NA,NA,0,531
"894",2022-01-08,NA,146763,NA,15,10659,NA,NA,NA,NA,NA,NA,0,272
"895",2022-01-15,NA,92579,NA,16,14368,NA,NA,NA,NA,NA,NA,0,2285
"896",2022-01-22,NA,75319,NA,14,18764,NA,NA,NA,NA,NA,NA,0,2638
"897",2022-01-29,NA,97480,NA,12,23247,NA,NA,NA,NA,NA,NA,0,1702
"898",2022-02-05,NA,90778,NA,9,16797,NA,NA,NA,NA,NA,NA,0,6019
"899",2022-02-12,NA,116138,NA,5,6324,NA,NA,NA,NA,NA,NA,0,5983
"900",2022-02-19,NA,95196,NA,11,25430,NA,NA,NA,NA,NA,NA,0,4836
"901",2022-02-26,NA,68669,NA,19,16945,NA,NA,NA,NA,NA,NA,0,4299
"902",2022-03-05,NA,96050,NA,12,25694,NA,NA,NA,NA,NA,NA,0,1349
"903",2022-03-12,NA,96886,NA,16,16229,NA,NA,NA,NA,NA,NA,0,1993
"904",2022-03-19,NA,84740,NA,10,16997,NA,NA,NA,NA,NA,NA,0,3562
"905",2022-03-26,NA,82885,NA,12,35382,NA,NA,NA,NA,NA,NA,0,396
"906",2022-04-02,NA,66227,NA,12,30589,NA,NA,NA,NA,NA,NA,0,4423
"907",2022-04-09,NA,60211,NA,15,11188,NA,NA,NA,NA,NA,NA,0,4083
"908",2022-04-16,NA,59353,NA,16,11176,NA,NA,NA,NA,NA,NA,0,5831
"909",2022-04-23,NA,56585,NA,12,17642,NA,NA,NA,NA,NA,NA,0,6073
"910",2022-04-30,NA,122673,NA,46,27297,NA,NA,NA,NA,NA,NA,0,7784
"911",2022-05-07,NA,52011,NA,36,22382,NA,NA,NA,NA,NA,NA,0,6271
"912",2022-05-14,NA,64399,NA,24,2597,NA,NA,NA,NA,NA,NA,0,6234
"913",2022-05-21,NA,63855,NA,22,14192,NA,NA,NA,NA,NA,NA,0,7153
"914",2022-05-28,NA,59975,NA,17,14743,NA,NA,NA,NA,NA,NA,0,2557
"915",2022-06-04,NA,61275,NA,22,28506,NA,NA,NA,NA,NA,NA,0,11627
"916",2022-06-11,NA,58448,NA,81,12343,NA,NA,NA,NA,NA,NA,0,6257
"917",2022-06-18,NA,50436,NA,19,3042,NA,NA,NA,NA,NA,NA,0,6722
"918",2022-06-25,NA,56578,NA,18,9092,NA,NA,NA,NA,NA,NA,0,8949
"919",2022-07-02,NA,84302,NA,16,24268,NA,NA,NA,NA,NA,NA,0,12598
"920",2022-07-09,NA,66267,NA,13,13289,NA,NA,NA,NA,NA,NA,0,4968
"921",2022-07-16,NA,61694,NA,14,12464,NA,NA,NA,NA,NA,NA,0,3802
"922",2022-07-23,NA,69426,NA,12,11104,NA,NA,NA,NA,NA,NA,0,5068
"923",2022-07-30,NA,73256,NA,15,39262,NA,NA,NA,NA,NA,NA,0,9018
"924",2022-08-06,NA,79994,NA,14,25537,NA,NA,NA,NA,NA,NA,0,4354
"925",2022-08-13,NA,73842,NA,14,20873,NA,NA,NA,NA,NA,NA,0,4359
"926",2022-08-20,NA,58401,NA,12,15562,NA,NA,NA,NA,NA,NA,0,9877
"927",2022-08-27,NA,113558,NA,16,25035,NA,NA,NA,NA,NA,NA,0,16772
"928",2022-09-03,NA,98178,NA,11,20207,NA,NA,NA,NA,NA,NA,0,5487
"929",2022-09-10,NA,182896,NA,12,2769,NA,NA,NA,NA,NA,NA,0,466
"930",2022-09-17,NA,127572,NA,14,11188,NA,NA,NA,NA,NA,NA,0,14089
"931",2022-09-24,NA,86588,NA,11,29535,NA,NA,NA,NA,NA,NA,0,12227
"932",2022-10-01,NA,70391,NA,15,18091,NA,NA,NA,NA,NA,NA,0,13098
"933",2022-10-08,NA,62112,NA,13,5553,NA,NA,NA,NA,NA,NA,0,803
"934",2022-10-15,NA,43336,NA,12,20304,NA,NA,NA,NA,NA,NA,0,3568
"935",2022-10-22,NA,54648,NA,14,28673,NA,NA,NA,NA,NA,NA,0,4173
"936",2022-10-29,NA,38639,NA,12,38872,NA,NA,NA,NA,NA,NA,0,3686
"937",2022-11-05,NA,90485,NA,262,13286,NA,NA,NA,NA,NA,NA,0,3127
"938",2022-11-12,NA,97568,NA,143,28727,NA,NA,NA,NA,NA,NA,0,759
"939",2022-11-19,NA,170724,NA,5789,31871,NA,NA,NA,NA,NA,NA,0,1534
"940",2022-11-26,NA,156142,NA,2231,50936,NA,NA,NA,NA,NA,NA,0,11948
"941",2022-12-03,NA,152331,NA,4223,27928,NA,NA,NA,NA,NA,NA,0,1857
"942",2022-12-10,NA,158183,NA,3154,18894,NA,NA,NA,NA,NA,NA,0,1531
"943",2022-12-17,NA,173106,NA,3173,70532,NA,NA,NA,NA,NA,NA,0,914
"944",2022-12-24,NA,163564,NA,3167,68827,NA,NA,NA,NA,NA,NA,0,1112
"945",2022-12-31,NA,167987,NA,2769,59621,NA,NA,NA,NA,NA,NA,0,1152
