"","t","DS","NS","PS3","PS4","PS5","PSP","PSV","ThreeDS","Wii","WiiU","x360","XOne","XS"
"281",2010-04-10,145604,NA,75874,NA,NA,22340,NA,NA,101131,NA,66030,NA,NA
"282",2010-04-17,120060,NA,65095,NA,NA,20312,NA,NA,90149,NA,59121,NA,NA
"283",2010-04-24,90928,NA,49802,NA,NA,17219,NA,NA,86340,NA,50764,NA,NA
"284",2010-05-01,91911,NA,46734,NA,NA,15796,NA,NA,75520,NA,48616,NA,NA
"285",2010-05-08,84321,NA,45252,NA,NA,15498,NA,NA,65432,NA,43185,NA,NA
"286",2010-05-15,78978,NA,44807,NA,NA,14967,NA,NA,93684,NA,42141,NA,NA
"287",2010-05-22,100056,NA,49975,NA,NA,15076,NA,NA,105735,NA,46275,NA,NA
"288",2010-05-29,88534,NA,46096,NA,NA,13738,NA,NA,98929,NA,41401,NA,NA
"289",2010-06-05,88393,NA,50499,NA,NA,16979,NA,NA,92082,NA,43220,NA,NA
"290",2010-06-12,94371,NA,55316,NA,NA,52528,NA,NA,83870,NA,41751,NA,NA
"291",2010-06-19,96216,NA,56433,NA,NA,24036,NA,NA,74095,NA,102944,NA,NA
"292",2010-06-26,96824,NA,58047,NA,NA,18896,NA,NA,64651,NA,141294,NA,NA
"293",2010-07-03,90398,NA,55151,NA,NA,17631,NA,NA,60229,NA,119645,NA,NA
"294",2010-07-10,88409,NA,55226,NA,NA,17269,NA,NA,61988,NA,104108,NA,NA
"295",2010-07-17,85872,NA,54614,NA,NA,16961,NA,NA,58863,NA,103662,NA,NA
"296",2010-07-24,94085,NA,52534,NA,NA,17810,NA,NA,57123,NA,93860,NA,NA
"297",2010-07-31,97314,NA,56655,NA,NA,19533,NA,NA,58665,NA,87769,NA,NA
"298",2010-08-07,98943,NA,57547,NA,NA,21677,NA,NA,63786,NA,104612,NA,NA
"299",2010-08-14,92606,NA,58088,NA,NA,20749,NA,NA,61018,NA,96446,NA,NA
"300",2010-08-21,88128,NA,55567,NA,NA,20098,NA,NA,58135,NA,87121,NA,NA
"301",2010-08-28,79806,NA,57160,NA,NA,21993,NA,NA,79846,NA,82504,NA,NA
"302",2010-09-04,73666,NA,56181,NA,NA,22740,NA,NA,78958,NA,81552,NA,NA
"303",2010-09-11,77112,NA,52598,NA,NA,48470,NA,NA,63338,NA,77586,NA,NA
"304",2010-09-18,101235,NA,69240,NA,NA,31570,NA,NA,58081,NA,130921,NA,NA
"305",2010-09-25,114801,NA,72744,NA,NA,27867,NA,NA,53784,NA,96301,NA,NA
"306",2010-10-02,109287,NA,71018,NA,NA,26179,NA,NA,51338,NA,86982,NA,NA
"307",2010-10-09,94753,NA,69973,NA,NA,25629,NA,NA,52207,NA,81011,NA,NA
"308",2010-10-16,83298,NA,68433,NA,NA,23519,NA,NA,57832,NA,80066,NA,NA
"309",2010-10-23,84802,NA,74479,NA,NA,23476,NA,NA,76850,NA,84394,NA,NA
"310",2010-10-30,94598,NA,84243,NA,NA,25968,NA,NA,92310,NA,95055,NA,NA
"311",2010-11-06,122662,NA,76735,NA,NA,28436,NA,NA,103415,NA,205848,NA,NA
"312",2010-11-13,158699,NA,119401,NA,NA,31636,NA,NA,197415,NA,260178,NA,NA
"313",2010-11-20,255006,NA,111769,NA,NA,46231,NA,NA,265196,NA,222973,NA,NA
"314",2010-11-27,841631,NA,317883,NA,NA,117521,NA,NA,558938,NA,604215,NA,NA
"315",2010-12-04,465909,NA,179534,NA,NA,66198,NA,NA,419344,NA,335245,NA,NA
"316",2010-12-11,552657,NA,205171,NA,NA,96626,NA,NA,583539,NA,398170,NA,NA
"317",2010-12-18,627116,NA,333849,NA,NA,119169,NA,NA,609032,NA,618022,NA,NA
"318",2010-12-25,669265,NA,351086,NA,NA,140033,NA,NA,641466,NA,649493,NA,NA
"319",2011-01-01,227560,NA,136709,NA,NA,61604,NA,NA,186010,NA,191689,NA,NA
"320",2011-01-08,120066,NA,84122,NA,NA,34977,NA,NA,104019,NA,88114,NA,NA
"321",2011-01-15,105384,NA,62732,NA,NA,26976,NA,NA,91794,NA,80271,NA,NA
"322",2011-01-22,92000,NA,63987,NA,NA,23999,NA,NA,82697,NA,102473,NA,NA
"323",2011-01-29,97873,NA,67817,NA,NA,21837,NA,NA,76949,NA,117513,NA,NA
"324",2011-02-05,85357,NA,75054,NA,NA,23542,NA,NA,83823,NA,116763,NA,NA
"325",2011-02-12,101577,NA,80435,NA,NA,26008,NA,NA,90495,NA,121038,NA,NA
"326",2011-02-19,115017,NA,95657,NA,NA,32326,NA,NA,96576,NA,121999,NA,NA
"327",2011-02-26,126171,NA,120698,NA,NA,35865,NA,0,107312,NA,130619,NA,NA
"328",2011-03-05,99002,NA,81697,NA,NA,44686,NA,0,87507,NA,103840,NA,NA
"329",2011-03-12,126676,NA,68872,NA,NA,30659,NA,0,74042,NA,84843,NA,NA
"330",2011-03-19,100877,NA,65415,NA,NA,26111,NA,0,71716,NA,83630,NA,NA
"331",2011-03-26,88797,NA,55661,NA,NA,22416,NA,0,67609,NA,73537,NA,NA
"332",2011-04-02,79857,NA,50474,NA,NA,18665,NA,350918,59833,NA,66764,NA,NA
"333",2011-04-09,75254,NA,51694,NA,NA,18850,NA,82293,50412,NA,64576,NA,NA
"334",2011-04-16,78704,NA,53325,NA,NA,17356,NA,61385,53240,NA,79462,NA,NA
"335",2011-04-23,75551,NA,60866,NA,NA,15798,NA,42137,54373,NA,81038,NA,NA
"336",2011-04-30,70809,NA,51302,NA,NA,16980,NA,34206,49259,NA,72623,NA,NA
"337",2011-05-07,61094,NA,43649,NA,NA,14976,NA,29365,39219,NA,65255,NA,NA
"338",2011-05-14,56991,NA,40689,NA,NA,14462,NA,24488,34056,NA,64474,NA,NA
"339",2011-05-21,55338,NA,46221,NA,NA,15354,NA,21113,55602,NA,70799,NA,NA
"340",2011-05-28,53317,NA,43470,NA,NA,14778,NA,19493,81042,NA,66088,NA,NA
"341",2011-06-04,52308,NA,45110,NA,NA,15906,NA,16825,87363,NA,68076,NA,NA
"342",2011-06-11,58907,NA,41613,NA,NA,17420,NA,15408,72753,NA,68507,NA,NA
"343",2011-06-18,63154,NA,49157,NA,NA,19149,NA,14623,70392,NA,71586,NA,NA
"344",2011-06-25,66264,NA,52167,NA,NA,19103,NA,31707,64997,NA,71369,NA,NA
"345",2011-07-02,73792,NA,45946,NA,NA,18523,NA,23527,57638,NA,70559,NA,NA
"346",2011-07-09,70059,NA,46108,NA,NA,17088,NA,21192,48259,NA,68291,NA,NA
"347",2011-07-16,65953,NA,43893,NA,NA,16783,NA,18520,45819,NA,68950,NA,NA
"348",2011-07-23,63931,NA,42042,NA,NA,17624,NA,19479,43161,NA,65284,NA,NA
"349",2011-07-30,61423,NA,40509,NA,NA,18788,NA,15927,40927,NA,67272,NA,NA
"350",2011-08-06,60564,NA,38726,NA,NA,20074,NA,12739,42800,NA,67733,NA,NA
"351",2011-08-13,57325,NA,38314,NA,NA,19214,NA,51037,44342,NA,66047,NA,NA
"352",2011-08-20,54176,NA,61864,NA,NA,18612,NA,93721,44067,NA,66907,NA,NA
"353",2011-08-27,50005,NA,66530,NA,NA,19591,NA,76890,45227,NA,69585,NA,NA
"354",2011-09-03,48647,NA,68281,NA,NA,19480,NA,68325,43025,NA,67893,NA,NA
"355",2011-09-10,46023,NA,63926,NA,NA,18233,NA,62869,40462,NA,69927,NA,NA
"356",2011-09-17,42425,NA,56110,NA,NA,16533,NA,57462,37954,NA,66422,NA,NA
"357",2011-09-24,42100,NA,55094,NA,NA,15370,NA,54302,41095,NA,117996,NA,NA
"358",2011-10-01,39858,NA,53787,NA,NA,14439,NA,50485,45408,NA,97447,NA,NA
"359",2011-10-08,37985,NA,57813,NA,NA,13981,NA,55114,52788,NA,90757,NA,NA
"360",2011-10-15,35410,NA,59055,NA,NA,12830,NA,53979,59534,NA,92263,NA,NA
"361",2011-10-22,38449,NA,70139,NA,NA,13582,NA,61536,74333,NA,106382,NA,NA
"362",2011-10-29,44116,NA,92631,NA,NA,15718,NA,77572,81258,NA,140848,NA,NA
"363",2011-11-05,53888,NA,101135,NA,NA,17988,NA,92794,93133,NA,169731,NA,NA
"364",2011-11-12,64202,NA,124779,NA,NA,21565,NA,104853,113197,NA,320243,NA,NA
"365",2011-11-19,97094,NA,130169,NA,NA,28992,NA,141877,159125,NA,301258,NA,NA
"366",2011-11-26,235585,NA,499790,NA,NA,72961,NA,486026,586387,NA,1061261,NA,NA
"367",2011-12-03,179344,NA,163665,NA,NA,37362,NA,257534,223979,NA,402614,NA,NA
"368",2011-12-10,182127,NA,208782,NA,NA,44174,NA,338478,269433,NA,499569,NA,NA
"369",2011-12-17,199928,NA,267406,NA,NA,57346,0,431808,300528,NA,591626,NA,NA
"370",2011-12-24,200005,NA,291679,NA,NA,63378,0,459496,324894,NA,642689,NA,NA
"371",2011-12-31,84516,NA,146878,NA,NA,26741,0,124526,112207,NA,192999,NA,NA
"372",2012-01-07,29411,NA,82822,NA,NA,15610,0,70828,56419,NA,88233,NA,NA
"373",2012-01-14,26033,NA,57665,NA,NA,11414,0,60079,47199,NA,69953,NA,NA
"374",2012-01-21,24105,NA,53893,NA,NA,9877,0,53715,42322,NA,86780,NA,NA
"375",2012-01-28,21959,NA,53654,NA,NA,8861,0,48461,39184,NA,80468,NA,NA
"376",2012-02-04,25082,NA,63208,NA,NA,8896,0,54120,45786,NA,87731,NA,NA
"377",2012-02-11,27500,NA,71646,NA,NA,9075,0,63321,48863,NA,90611,NA,NA
"378",2012-02-18,29786,NA,78775,NA,NA,10812,66585,59183,51874,NA,98593,NA,NA
"379",2012-02-25,32079,NA,87793,NA,NA,11150,140520,57795,57504,NA,103899,NA,NA
"380",2012-03-03,24229,NA,66215,NA,NA,6695,44755,43322,36531,NA,83281,NA,NA
"381",2012-03-10,17129,NA,64359,NA,NA,6666,33664,36986,31189,NA,80513,NA,NA
"382",2012-03-17,19791,NA,59626,NA,NA,6559,29196,36279,30344,NA,75155,NA,NA
"383",2012-03-24,19956,NA,52600,NA,NA,6010,25685,40099,28336,NA,64235,NA,NA
"384",2012-03-31,18932,NA,49558,NA,NA,5162,22307,37803,25702,NA,62102,NA,NA
"385",2012-04-07,19133,NA,46728,NA,NA,4735,16969,40132,28658,NA,79233,NA,NA
"386",2012-04-14,20464,NA,42273,NA,NA,4393,15606,34851,24032,NA,60511,NA,NA
"387",2012-04-21,19677,NA,44373,NA,NA,4014,14254,33587,21997,NA,69589,NA,NA
"388",2012-04-28,18324,NA,44975,NA,NA,4322,14128,32285,21381,NA,66012,NA,NA
"389",2012-05-05,16127,NA,33813,NA,NA,3367,13154,29970,19493,NA,53784,NA,NA
"390",2012-05-12,17261,NA,32994,NA,NA,3252,11409,29429,18680,NA,50326,NA,NA
"391",2012-05-19,26662,NA,35555,NA,NA,3310,11611,31425,19517,NA,52448,NA,NA
"392",2012-05-26,53016,NA,36313,NA,NA,3112,10683,29137,18992,NA,52928,NA,NA
"393",2012-06-02,46096,NA,37642,NA,NA,3364,13226,26647,19406,NA,60690,NA,NA
"394",2012-06-09,38454,NA,37098,NA,NA,3417,11402,31327,18991,NA,59688,NA,NA
"395",2012-06-16,35324,NA,39238,NA,NA,3307,14283,32868,17732,NA,62265,NA,NA
"396",2012-06-23,31652,NA,40217,NA,NA,3027,11050,36311,16628,NA,61222,NA,NA
"397",2012-06-30,29275,NA,38118,NA,NA,2811,11966,35373,15596,NA,60256,NA,NA
"398",2012-07-07,28225,NA,38490,NA,NA,2553,11571,33870,17824,NA,62149,NA,NA
"399",2012-07-14,27336,NA,37213,NA,NA,2384,11005,31399,18262,NA,63176,NA,NA
"400",2012-07-21,24880,NA,35533,NA,NA,2242,10286,27837,18945,NA,60417,NA,NA
"401",2012-07-28,21727,NA,36170,NA,NA,2157,9818,26079,18894,NA,61339,NA,NA
"402",2012-08-04,20842,NA,35686,NA,NA,2190,9599,42445,18654,NA,60376,NA,NA
"403",2012-08-11,20259,NA,35784,NA,NA,2193,9181,29913,18073,NA,63035,NA,NA
"404",2012-08-18,19306,NA,40979,NA,NA,2062,8593,28165,18384,NA,64358,NA,NA
"405",2012-08-25,26158,NA,38642,NA,NA,1993,8656,73641,17529,NA,62911,NA,NA
"406",2012-09-01,27019,NA,38617,NA,NA,1874,12125,67238,16151,NA,66451,NA,NA
"407",2012-09-08,25788,NA,38976,NA,NA,1921,8795,56147,14995,NA,65047,NA,NA
"408",2012-09-15,27486,NA,38319,NA,NA,1720,8478,49898,14316,NA,64473,NA,NA
"409",2012-09-22,26810,NA,33914,NA,NA,1547,8034,46781,13325,NA,74414,NA,NA
"410",2012-09-29,25290,NA,41973,NA,NA,1473,10161,48220,13142,NA,73892,NA,NA
"411",2012-10-06,25997,NA,40950,NA,NA,1428,9569,50931,13097,NA,79553,NA,NA
"412",2012-10-13,25256,NA,42222,NA,NA,1307,8963,49573,13101,NA,78978,NA,NA
"413",2012-10-20,26926,NA,48692,NA,NA,1385,9089,56932,17274,NA,97214,NA,NA
"414",2012-10-27,28036,NA,58668,NA,NA,1924,11662,69477,23835,NA,117960,NA,NA
"415",2012-11-03,35366,NA,93074,NA,NA,2201,25939,80137,29202,NA,139568,NA,NA
"416",2012-11-10,39393,NA,83435,NA,NA,2639,22977,78847,40496,NA,238328,NA,NA
"417",2012-11-17,56715,NA,113816,NA,NA,3902,39147,88241,65207,NA,287101,NA,NA
"418",2012-11-24,268266,NA,433503,NA,NA,14344,143272,243919,296890,421850,951666,NA,NA
"419",2012-12-01,125687,NA,138785,NA,NA,8197,49855,150535,86327,107660,288633,NA,NA
"420",2012-12-08,137590,NA,159443,NA,NA,9617,58757,200744,103693,101100,349028,NA,NA
"421",2012-12-15,144475,NA,161343,NA,NA,14017,67825,296173,116932,109925,467777,NA,NA
"422",2012-12-22,155087,NA,170149,NA,NA,15415,77260,362768,138613,102319,489200,NA,NA
"423",2012-12-29,86892,NA,95261,NA,NA,8120,43979,166826,76547,56648,201165,NA,NA
"424",2013-01-05,25287,NA,63196,NA,NA,5229,14889,49535,37251,22172,107034,NA,NA
"425",2013-01-12,16338,NA,36810,NA,NA,4284,8360,33303,23356,11749,65014,NA,NA
"426",2013-01-19,11823,NA,31280,NA,NA,3171,6264,24683,16279,8809,54456,NA,NA
"427",2013-01-26,13768,NA,37427,NA,NA,2538,5693,24271,17297,9145,55412,NA,NA
"428",2013-02-02,16722,NA,48281,NA,NA,2662,6839,30254,20135,11351,65463,NA,NA
"429",2013-02-09,18923,NA,56666,NA,NA,3496,7961,39552,22814,12600,79372,NA,NA
"430",2013-02-16,21999,NA,64404,NA,NA,4661,8609,41515,27663,15127,89452,NA,NA
"431",2013-02-23,22171,NA,62846,NA,NA,4787,7887,40452,22684,13783,81410,NA,NA
"432",2013-03-02,18618,NA,50719,NA,NA,2833,6950,38569,21500,9545,67172,NA,NA
"433",2013-03-09,13266,NA,44016,NA,NA,2839,6274,35553,17720,8692,58147,NA,NA
"434",2013-03-16,14484,NA,40982,NA,NA,2796,6023,34822,16689,9495,57301,NA,NA
"435",2013-03-23,14126,NA,36843,NA,NA,2558,6205,36209,15869,22354,49034,NA,NA
"436",2013-03-30,15720,NA,39277,NA,NA,2857,7187,65779,19422,19110,56314,NA,NA
"437",2013-04-06,13691,NA,33123,NA,NA,2842,5185,52452,16324,14316,50928,NA,NA
"438",2013-04-13,14951,NA,29557,NA,NA,2366,5131,43254,14011,11038,42205,NA,NA
"439",2013-04-20,14520,NA,28587,NA,NA,2083,4916,38996,13017,10951,43049,NA,NA
"440",2013-04-27,13659,NA,29247,NA,NA,2251,5009,36294,12858,9467,38872,NA,NA
"441",2013-05-04,11915,NA,22242,NA,NA,1979,9955,32987,11915,8462,30916,NA,NA
"442",2013-05-11,12745,NA,23718,NA,NA,2041,5525,31896,11215,7958,28368,NA,NA
"443",2013-05-18,12812,NA,26967,NA,NA,2151,4959,32376,11099,7480,28574,NA,NA
"444",2013-05-25,12013,NA,26155,NA,NA,2097,5125,29963,10817,8211,28747,NA,NA
"445",2013-06-01,12248,NA,24870,NA,NA,2152,5839,27657,10524,7584,29577,NA,NA
"446",2013-06-08,11805,NA,24878,NA,NA,2178,5496,24883,9794,7470,28340,NA,NA
"447",2013-06-15,10679,NA,30980,NA,NA,2121,6742,78046,9327,6732,29068,NA,NA
"448",2013-06-22,11969,NA,27703,NA,NA,1951,5665,58650,8807,6677,32727,NA,NA
"449",2013-06-29,11821,NA,24154,NA,NA,1815,5915,47449,8272,6882,33732,NA,NA
"450",2013-07-06,11072,NA,23525,NA,NA,1643,5631,39848,7923,7322,31737,NA,NA
"451",2013-07-13,11241,NA,21346,NA,NA,1533,5366,37340,7747,6601,30419,NA,NA
"452",2013-07-20,10869,NA,20628,NA,NA,1442,5026,33490,7237,7238,28371,NA,NA
"453",2013-07-27,9439,NA,19159,NA,NA,1389,4824,33088,6995,7241,27713,NA,NA
"454",2013-08-03,9886,NA,19649,NA,NA,1410,4708,34575,7178,7106,26790,NA,NA
"455",2013-08-10,9473,NA,18905,NA,NA,1412,8092,33791,6989,12736,25788,NA,NA
"456",2013-08-17,9159,NA,18544,NA,NA,1327,6200,34799,6372,9019,25567,NA,NA
"457",2013-08-24,8808,NA,26292,NA,NA,1283,8456,35979,6149,8215,25892,NA,NA
"458",2013-08-31,8648,NA,28488,NA,NA,1158,10348,38904,5891,7904,26182,NA,NA
"459",2013-09-07,8046,NA,26848,NA,NA,1159,9116,38450,5655,9789,25946,NA,NA
"460",2013-09-14,7862,NA,25850,NA,NA,1019,8814,39002,5284,8181,27467,NA,NA
"461",2013-09-21,7549,NA,76972,NA,NA,901,7900,37397,5071,19617,64579,NA,NA
"462",2013-09-28,7291,NA,40934,NA,NA,843,7932,38274,4951,26941,47358,NA,NA
"463",2013-10-05,6962,NA,32978,NA,NA,801,7762,39940,4832,32737,42699,NA,NA
"464",2013-10-12,5557,NA,27398,NA,NA,718,6990,96072,5069,20878,37678,NA,NA
"465",2013-10-19,5455,NA,24587,NA,NA,746,6754,92670,5730,15026,36372,NA,NA
"466",2013-10-26,5460,NA,26074,NA,NA,846,7044,98428,6820,13132,34294,NA,NA
"467",2013-11-02,4670,NA,30660,NA,NA,1035,7243,97347,8213,16619,40951,NA,NA
"468",2013-11-09,4968,NA,43231,NA,NA,1250,8010,101442,9905,21393,67626,NA,NA
"469",2013-11-16,5123,NA,43290,982390,NA,1434,10702,104916,12480,27748,69339,NA,NA
"470",2013-11-23,6265,NA,58541,91560,NA,1704,13017,125308,14419,44725,94217,652045,NA
"471",2013-11-30,18097,NA,278278,133877,NA,7166,53702,468108,48356,147632,321590,317013,NA
"472",2013-12-07,6813,NA,66369,121000,NA,4020,23494,251827,32294,79750,140422,172659,NA
"473",2013-12-14,8928,NA,83687,195943,NA,6111,29027,280376,36368,112798,169238,245156,NA
"474",2013-12-21,9915,NA,95876,302887,NA,6449,34001,368627,43376,135293,187582,267037,NA
"475",2013-12-28,5220,NA,68612,155279,NA,4336,23876,208912,26558,89775,144446,190550,NA
"476",2014-01-04,NA,NA,25818,89866,NA,2505,10447,66757,8967,31707,33161,83985,NA
"477",2014-01-11,NA,NA,15790,79123,NA,1949,5902,40358,5680,19135,19407,42680,NA
"478",2014-01-18,NA,NA,14811,70572,NA,1516,5249,28753,4556,13902,16888,35271,NA
"479",2014-01-25,NA,NA,14038,74734,NA,1223,3691,27918,4320,12320,17547,35577,NA
"480",2014-02-01,NA,NA,14957,77452,NA,1164,4017,32469,4777,13202,18823,36481,NA
"481",2014-02-08,NA,NA,18288,67787,NA,1352,4264,39588,6125,16151,20876,41200,NA
"482",2014-02-15,NA,NA,19964,72164,NA,1616,4623,38948,8288,20682,25021,45727,NA
"483",2014-02-22,NA,NA,21060,65652,NA,1449,4273,35728,7061,23196,26173,43750,NA
"484",2014-03-01,NA,NA,15605,54338,NA,1216,3457,35025,6661,18048,21066,38091,NA
"485",2014-03-08,NA,NA,14364,49447,NA,1060,3050,30693,6134,14864,20539,41230,NA
"486",2014-03-15,NA,NA,13910,61042,NA,1100,2934,29193,5734,15852,20308,96778,NA
"487",2014-03-22,NA,NA,12123,97614,NA,964,3683,30554,5405,15213,17923,57578,NA
"488",2014-03-29,NA,NA,11912,69544,NA,921,2519,30792,5733,14030,18194,42440,NA
"489",2014-04-05,NA,NA,10631,67463,NA,862,1866,28861,4984,13802,18474,40149,NA
"490",2014-04-12,NA,NA,9945,57802,NA,699,1602,30602,4296,12160,16893,36868,NA
"491",2014-04-19,NA,NA,10359,60124,NA,616,1448,28379,4095,13040,18220,31901,NA
"492",2014-04-26,NA,NA,9730,54105,NA,673,1405,27109,3872,11323,17499,28757,NA
"493",2014-05-03,NA,NA,7846,50669,NA,576,1167,25812,3418,10356,12482,25023,NA
"494",2014-05-10,NA,NA,8005,47242,NA,573,35026,25042,3111,10409,11478,22450,NA
"495",2014-05-17,NA,NA,8416,44258,NA,587,8118,24900,3523,10264,12054,20654,NA
"496",2014-05-24,NA,NA,7989,44249,NA,554,5650,24099,4024,10345,11811,20631,NA
"497",2014-05-31,NA,NA,7819,73070,NA,568,5129,22419,3686,41375,12404,26211,NA
"498",2014-06-07,NA,NA,7625,54815,NA,578,4293,23299,3516,35356,9910,22486,NA
"499",2014-06-14,NA,NA,8877,51664,NA,577,3854,29215,3142,28191,8308,40757,NA
"500",2014-06-21,NA,NA,8375,50354,NA,542,3762,32067,2864,24878,8933,49340,NA
"501",2014-06-28,NA,NA,6923,50753,NA,506,3712,31063,2585,23984,8981,43380,NA
"502",2014-07-05,NA,NA,6880,49302,NA,456,3570,28307,2357,25599,8302,41399,NA
"503",2014-07-12,NA,NA,6380,47992,NA,426,3276,26035,2270,23046,8047,38797,NA
"504",2014-07-19,NA,NA,6106,47744,NA,409,3093,24893,2119,22797,8167,36588,NA
"505",2014-07-26,NA,NA,5817,44046,NA,402,3130,24804,1992,21182,8099,34118,NA
"506",2014-08-02,NA,NA,5803,63525,NA,411,3031,25297,1923,20588,8814,33302,NA
"507",2014-08-09,NA,NA,5475,45663,NA,401,3052,23524,1843,19806,8257,31542,NA
"508",2014-08-16,NA,NA,6376,46154,NA,374,2029,22692,1707,18465,8211,31195,NA
"509",2014-08-23,NA,NA,7752,46757,NA,354,2332,22071,1639,18155,8223,30217,NA
"510",2014-08-30,NA,NA,7757,54477,NA,325,2495,21312,1611,17328,8215,58145,NA
"511",2014-09-06,NA,NA,7181,51670,NA,NA,2848,21567,1503,15409,8011,32058,NA
"512",2014-09-13,NA,NA,11252,229580,NA,NA,2291,21001,1682,14897,9821,110208,NA
"513",2014-09-20,NA,NA,8908,94186,NA,NA,2362,21848,1537,14446,8586,50738,NA
"514",2014-09-27,NA,NA,6903,81156,NA,NA,2582,22515,1467,23478,8948,47090,NA
"515",2014-10-04,NA,NA,6565,75712,NA,NA,2477,46845,1437,17292,8591,40936,NA
"516",2014-10-11,NA,NA,6253,73087,NA,NA,2203,35910,1491,16292,9671,36704,NA
"517",2014-10-18,NA,NA,6714,71920,NA,NA,2158,36336,1595,17330,9308,38522,NA
"518",2014-10-25,NA,NA,7366,72860,NA,NA,2449,43021,1909,19611,10804,41394,NA
"519",2014-11-01,NA,NA,8560,79477,NA,NA,3447,48924,2240,23682,10462,80546,NA
"520",2014-11-08,NA,NA,11873,135505,NA,NA,3607,52863,2566,24026,11035,232445,NA
"521",2014-11-15,NA,NA,12428,123078,NA,NA,5231,63518,3327,31184,11547,188761,NA
"522",2014-11-22,NA,NA,16083,168505,NA,NA,6534,88328,4397,68126,12976,219248,NA
"523",2014-11-29,NA,NA,62947,447061,NA,NA,23036,314423,14144,158844,42626,674001,NA
"524",2014-12-06,NA,NA,53382,219395,NA,NA,17456,151127,10617,94572,36351,306448,NA
"525",2014-12-13,NA,NA,47864,210326,NA,NA,23559,159921,10174,125534,35057,276609,NA
"526",2014-12-20,NA,NA,48567,261686,NA,NA,36249,214161,10940,140247,40200,345447,NA
"527",2014-12-27,NA,NA,40969,269897,NA,NA,35205,204407,10376,131559,17239,303964,NA
"528",2015-01-03,NA,NA,18928,109656,NA,NA,17061,75896,4087,51986,4049,95963,NA
"529",2015-01-10,NA,NA,9048,55174,NA,NA,7405,26532,2007,17922,3439,39065,NA
"530",2015-01-17,NA,NA,7965,44001,NA,NA,6070,21083,1538,16871,2630,33879,NA
"531",2015-01-24,NA,NA,8367,42583,NA,NA,5202,21967,1633,15334,2812,37689,NA
"532",2015-01-31,NA,NA,9537,49449,NA,NA,4911,22689,1636,17273,2624,43843,NA
"533",2015-02-07,NA,NA,10626,61149,NA,NA,4669,28485,1833,21563,3501,65387,NA
"534",2015-02-14,NA,NA,11762,70390,NA,NA,6755,163018,2209,28127,3328,70293,NA
"535",2015-02-21,NA,NA,12543,93450,NA,NA,8036,111246,2138,26283,3512,66766,NA
"536",2015-02-28,NA,NA,8748,73558,NA,NA,7156,75043,1657,18480,2702,66555,NA
"537",2015-03-07,NA,NA,7564,61948,NA,NA,6351,60605,1292,14522,2201,50295,NA
"538",2015-03-14,NA,NA,6993,61486,NA,NA,5792,55207,1142,13736,2542,44460,NA
"539",2015-03-21,NA,NA,6013,73274,NA,NA,6140,52113,1041,24718,1156,50644,NA
"540",2015-03-28,NA,NA,5848,74597,NA,NA,4613,47585,1064,18305,1600,46572,NA
"541",2015-04-04,NA,NA,5118,65096,NA,NA,4298,42557,1037,15163,1913,45974,NA
"542",2015-04-11,NA,NA,4619,52879,NA,NA,3711,36368,1086,13736,1524,46786,NA
"543",2015-04-18,NA,NA,4630,47094,NA,NA,3521,29468,1013,12772,1944,47147,NA
"544",2015-04-25,NA,NA,4338,42384,NA,NA,3427,24591,1053,12263,1154,45603,NA
"545",2015-05-02,NA,NA,3342,38465,NA,NA,3064,22160,1066,10432,1631,44382,NA
"546",2015-05-09,NA,NA,3338,37372,NA,NA,2872,20711,1012,9774,1210,35175,NA
"547",2015-05-16,NA,NA,3521,37328,NA,NA,3155,18564,1026,9114,1355,32420,NA
"548",2015-05-23,NA,NA,3362,43091,NA,NA,2712,16958,1046,8716,1280,37499,NA
"549",2015-05-30,NA,NA,3266,38046,NA,NA,2588,15604,1019,15619,1566,35020,NA
"550",2015-06-06,NA,NA,3159,45520,NA,NA,2388,20255,991,14664,1374,38749,NA
"551",2015-06-13,NA,NA,3400,48640,NA,NA,2140,24069,932,14310,1185,45226,NA
"552",2015-06-20,NA,NA,3114,49388,NA,NA,2202,26066,990,14651,1359,46207,NA
"553",2015-06-27,NA,NA,2617,142976,NA,NA,1934,27760,950,12662,1268,89870,NA
"554",2015-07-04,NA,NA,2558,80717,NA,NA,1762,24308,935,11624,1027,72475,NA
"555",2015-07-11,NA,NA,2332,59891,NA,NA,1863,25551,922,11100,1893,55807,NA
"556",2015-07-18,NA,NA,2187,54470,NA,NA,1825,25095,903,11074,1550,47648,NA
"557",2015-07-25,NA,NA,2059,49874,NA,NA,1795,25466,884,10737,1469,43400,NA
"558",2015-08-01,NA,NA,2016,49308,NA,NA,1700,27636,870,10579,1311,41501,NA
"559",2015-08-08,NA,NA,1890,47934,NA,NA,1670,24609,853,9952,1148,44613,NA
"560",2015-08-15,NA,NA,2087,47482,NA,NA,1652,25441,834,9014,1094,44559,NA
"561",2015-08-22,NA,NA,2430,52442,NA,NA,1725,24870,818,9387,1037,43182,NA
"562",2015-08-29,NA,NA,2422,60886,NA,NA,1972,25687,804,9811,1039,68276,NA
"563",2015-09-05,NA,NA,2251,80900,NA,NA,2366,25831,785,9191,1940,62231,NA
"564",2015-09-12,NA,NA,2994,69649,NA,NA,1987,24100,782,21214,1844,43708,NA
"565",2015-09-19,NA,NA,3276,74720,NA,NA,2004,22891,761,17232,1270,68159,NA
